Date,Close
,GOOGL
2020-01-02,67.7889404296875
2020-01-03,67.43431091308594
2020-01-06,69.23170471191406
2020-01-07,69.09798431396484
2020-01-08,69.58980560302734
2020-01-09,70.32035064697266
2020-01-10,70.7745361328125
2020-01-13,71.32281494140625
2020-01-14,70.85527038574219
2020-01-15,71.2817153930664
2020-01-16,71.82454681396484
2020-01-17,73.27869415283203
2020-01-21,73.4139175415039
2020-01-22,73.494140625
2020-01-23,73.53478240966797
2020-01-24,72.61750793457031
2020-01-27,70.91172790527344
2020-01-28,71.84137725830078
2020-01-29,72.14845275878906
2020-01-30,72.02711486816406
2020-01-31,70.96372985839844
2020-02-03,73.4312515258789
2020-02-04,71.58927154541016
2020-02-05,71.6209716796875
2020-02-06,73.10287475585938
2020-02-07,73.2583999633789
2020-02-10,74.72196197509766
2020-02-11,74.79131317138672
2020-02-12,75.21576690673828
2020-02-13,74.95625305175781
2020-02-14,75.2207260131836
2020-02-18,75.25588989257812
2020-02-19,75.52483367919922
2020-02-20,75.1345443725586
2020-02-21,73.47384643554688
2020-02-24,70.3238296508789
2020-02-25,68.66263580322266
2020-02-26,68.86817932128906
2020-02-27,65.12776184082031
2020-02-28,66.33131408691406
2020-03-02,68.66263580322266
2020-03-03,66.25553131103516
2020-03-04,68.4288558959961
2020-03-05,65.11835479736328
2020-03-06,64.17630767822266
2020-03-09,60.21650314331055
2020-03-10,63.15751266479492
2020-03-11,59.97429656982422
2020-03-12,55.053627014160156
2020-03-13,60.1412239074707
2020-03-16,53.14429473876953
2020-03-17,55.376060485839844
2020-03-18,54.045223236083984
2020-03-19,55.059566497802734
2020-03-20,52.90705108642578
2020-03-23,52.20968246459961
2020-03-24,55.96792984008789
2020-03-25,54.56181335449219
2020-03-26,57.59791946411133
2020-03-27,54.9897346496582
2020-03-30,56.77524185180664
2020-03-31,57.54987335205078
2020-04-01,54.58557891845703
2020-04-02,55.32504653930664
2020-04-03,54.120018005371094
2020-04-06,58.601863861083984
2020-04-07,58.57066345214844
2020-04-08,59.78114700317383
2020-04-09,59.75984191894531
2020-04-13,59.950035095214844
2020-04-14,62.665199279785156
2020-04-15,62.27243423461914
2020-04-16,62.27886962890625
2020-04-17,63.34720993041992
2020-04-20,62.46311569213867
2020-04-21,60.03670120239258
2020-04-22,62.32741165161133
2020-04-23,62.95939254760742
2020-04-24,63.22834396362305
2020-04-27,62.94404602050781
2020-04-28,61.048583984375
2020-04-29,66.47643280029297
2020-04-30,66.7002944946289
2020-05-01,65.24515533447266
2020-05-04,65.5215072631836
2020-05-05,66.8152084350586
2020-05-06,66.63741302490234
2020-05-07,67.81866455078125
2020-05-08,68.56456756591797
2020-05-11,69.51798248291016
2020-05-12,68.11088562011719
2020-05-13,66.78103637695312
2020-05-14,67.20350646972656
2020-05-15,68.0058822631836
2020-05-18,68.60617065429688
2020-05-19,68.07223510742188
2020-05-20,69.79386138916016
2020-05-21,69.67450714111328
2020-05-22,69.99594116210938
2020-05-26,70.39861297607422
2020-05-27,70.34461975097656
2020-05-28,70.24358367919922
2020-05-29,71.0003890991211
2020-06-01,71.06724548339844
2020-06-02,71.43573760986328
2020-06-03,71.28417205810547
2020-06-04,70.04844665527344
2020-06-05,71.32232666015625
2020-06-08,71.71953582763672
2020-06-09,71.91961669921875
2020-06-10,72.544677734375
2020-06-11,69.43428802490234
2020-06-12,69.98009490966797
2020-06-15,70.36740112304688
2020-06-16,71.64177703857422
2020-06-17,71.9424057006836
2020-06-18,71.03010559082031
2020-06-19,70.5605697631836
2020-06-22,71.84930419921875
2020-06-23,72.50901794433594
2020-06-24,70.95977783203125
2020-06-25,71.37580108642578
2020-06-26,67.4848403930664
2020-06-29,69.20001983642578
2020-06-30,70.23416900634766
2020-07-01,71.42039489746094
2020-07-02,72.80372619628906
2020-07-06,74.27571105957031
2020-07-07,73.7938003540039
2020-07-08,74.47134399414062
2020-07-09,75.21725463867188
2020-07-10,76.22516632080078
2020-07-13,74.89879608154297
2020-07-14,75.32621765136719
2020-07-15,75.12910461425781
2020-07-16,75.03202056884766
2020-07-17,75.12760925292969
2020-07-20,77.45496368408203
2020-07-21,77.06269073486328
2020-07-22,77.50498962402344
2020-07-23,75.12265014648438
2020-07-24,74.69967651367188
2020-07-27,75.75067901611328
2020-07-28,74.47383880615234
2020-07-29,75.45746612548828
2020-07-30,76.19346618652344
2020-07-31,73.69622802734375
2020-08-03,73.43916320800781
2020-08-04,72.97062683105469
2020-08-05,73.25740051269531
2020-08-06,74.53821563720703
2020-08-07,74.21231842041016
2020-08-10,74.13555908203125
2020-08-11,73.32923126220703
2020-08-12,74.65164184570312
2020-08-13,75.11770629882812
2020-08-14,74.52235412597656
2020-08-17,75.09739685058594
2020-08-18,77.05575561523438
2020-08-19,76.50252532958984
2020-08-20,78.06961822509766
2020-08-21,78.03593444824219
2020-08-24,78.51041412353516
2020-08-25,79.53565979003906
2020-08-26,81.4316177368164
2020-08-27,80.65847778320312
2020-08-28,81.1988296508789
2020-08-31,80.70850372314453
2020-09-01,81.97396087646484
2020-09-02,85.06011199951172
2020-09-03,80.70751190185547
2020-09-04,78.3152847290039
2020-09-08,75.46192932128906
2020-09-09,76.63228607177734
2020-09-10,75.58325958251953
2020-09-11,75.07362365722656
2020-09-14,74.73038482666016
2020-09-15,76.03250122070312
2020-09-16,74.89186096191406
2020-09-17,73.65115356445312
2020-09-18,71.87060546875
2020-09-21,70.83296966552734
2020-09-22,72.30298614501953
2020-09-23,69.80525970458984
2020-09-24,70.472412109375
2020-09-25,71.2747802734375
2020-09-28,72.24552917480469
2020-09-29,72.61006164550781
2020-09-30,72.5892562866211
2020-10-01,73.69375610351562
2020-10-02,72.09397888183594
2020-10-05,73.44264221191406
2020-10-06,71.86713409423828
2020-10-07,72.2693099975586
2020-10-08,73.47235870361328
2020-10-09,74.81062316894531
2020-10-12,77.49211120605469
2020-10-13,77.61493682861328
2020-10-14,77.43514251708984
2020-10-15,77.0404052734375
2020-10-16,77.6461410522461
2020-10-19,75.77642822265625
2020-10-20,76.82295989990234
2020-10-21,78.55201721191406
2020-10-22,79.57577514648438
2020-10-23,80.87937927246094
2020-10-26,78.46783447265625
2020-10-27,79.1904525756836
2020-10-28,74.82795715332031
2020-10-29,77.1102523803711
2020-10-30,80.04381561279297
2020-11-02,80.45046997070312
2020-11-03,81.50740051269531
2020-11-04,86.46968078613281
2020-11-05,87.2943344116211
2020-11-06,87.15713500976562
2020-11-09,87.24085235595703
2020-11-10,86.06700134277344
2020-11-11,86.53804016113281
2020-11-12,86.3196029663086
2020-11-13,87.7777328491211
2020-11-16,87.86539459228516
2020-11-17,87.25273895263672
2020-11-18,86.21163177490234
2020-11-19,87.09969329833984
2020-11-20,86.00064849853516
2020-11-23,85.56378936767578
2020-11-24,87.3636703491211
2020-11-25,87.37506866455078
2020-11-27,88.50878143310547
2020-11-30,86.89315032958984
2020-12-01,88.9218521118164
2020-12-02,90.38838195800781
2020-12-03,90.23336791992188
2020-12-04,90.32845306396484
2020-12-07,89.99512481689453
2020-12-08,89.71282196044922
2020-12-09,88.05509185791016
2020-12-10,87.5494155883789
2020-12-11,87.90353393554688
2020-12-14,86.78715515136719
2020-12-15,87.22400665283203
2020-12-16,87.03133392333984
2020-12-17,86.20519256591797
2020-12-18,85.4974365234375
2020-12-21,85.9104995727539
2020-12-22,85.20027160644531
2020-12-23,85.59696960449219
2020-12-24,85.89068603515625
2020-12-28,87.86192321777344
2020-12-29,87.05956268310547
2020-12-30,85.99420166015625
2020-12-31,86.80599212646484
2021-01-04,85.49298095703125
2021-01-05,86.18241882324219
2021-01-06,85.33202362060547
2021-01-07,87.8807601928711
2021-01-08,89.04417419433594
2021-01-11,86.98676300048828
2021-01-12,86.05264282226562
2021-01-13,86.53902435302734
2021-01-14,85.730224609375
2021-01-15,85.5667724609375
2021-01-19,88.38248443603516
2021-01-20,93.11742401123047
2021-01-21,93.31949615478516
2021-01-22,93.73603820800781
2021-01-25,93.82122039794922
2021-01-26,94.49828338623047
2021-01-27,90.08973693847656
2021-01-28,91.7865982055664
2021-01-29,90.50675964355469
2021-02-01,93.76129150390625
2021-02-02,95.051513671875
2021-02-03,101.97364807128906
2021-02-04,101.713623046875
2021-02-05,103.45704650878906
2021-02-08,103.24356842041016
2021-02-09,102.79136657714844
2021-02-10,103.34062194824219
2021-02-11,103.45307159423828
2021-02-12,103.76412200927734
2021-02-16,104.54022979736328
2021-02-17,104.93251037597656
2021-02-18,104.29802703857422
2021-02-19,103.45604705810547
2021-02-22,101.74481964111328
2021-02-23,102.0350570678711
2021-02-24,103.2083969116211
2021-02-25,99.84739685058594
2021-02-26,100.14256286621094
2021-03-01,102.50758361816406
2021-03-02,102.25100708007812
2021-03-03,99.62252044677734
2021-03-04,100.7379150390625
2021-03-05,103.86515808105469
2021-03-08,99.42887115478516
2021-03-09,101.05638122558594
2021-03-10,100.849853515625
2021-03-11,104.03701782226562
2021-03-12,101.53382110595703
2021-03-15,101.75374603271484
2021-03-16,103.21237182617188
2021-03-17,103.12964630126953
2021-03-18,100.11434173583984
2021-03-19,100.3927001953125
2021-03-22,100.57742309570312
2021-03-23,101.10442352294922
2021-03-24,100.66856384277344
2021-03-25,100.66510009765625
2021-03-26,100.2822494506836
2021-03-29,101.32530975341797
2021-03-30,101.35899353027344
2021-03-31,102.1539306640625
2021-04-01,105.48522186279297
2021-04-05,109.90220642089844
2021-04-06,109.42176818847656
2021-04-07,110.896240234375
2021-04-08,111.46086883544922
2021-04-09,112.46334075927734
2021-04-12,111.17310333251953
2021-04-13,111.65897369384766
2021-04-14,111.03888702392578
2021-04-15,113.18546295166016
2021-04-16,113.06163024902344
2021-04-19,113.40882110595703
2021-04-20,112.87640380859375
2021-04-21,112.8437271118164
2021-04-22,111.56439971923828
2021-04-23,113.91252899169922
2021-04-26,114.4078369140625
2021-04-27,113.46925354003906
2021-04-28,116.84017944335938
2021-04-29,118.51029968261719
2021-04-30,116.56578063964844
2021-05-03,116.0497055053711
2021-05-04,114.2542953491211
2021-05-05,114.64754486083984
2021-05-06,115.76590728759766
2021-05-07,116.488037109375
2021-05-10,113.50740051269531
2021-05-11,112.43312072753906
2021-05-12,108.97551727294922
2021-05-13,110.4014663696289
2021-05-14,112.84519958496094
2021-05-17,113.36722564697266
2021-05-18,112.05719757080078
2021-05-19,112.50443267822266
2021-05-20,114.2602310180664
2021-05-21,113.62528991699219
2021-05-24,116.93923950195312
2021-05-25,117.02987670898438
2021-05-26,117.89366149902344
2021-05-27,117.02046966552734
2021-05-28,116.73171997070312
2021-06-01,117.9367446899414
2021-06-02,117.41223907470703
2021-06-03,116.27257537841797
2021-06-04,118.55040740966797
2021-06-07,118.98279571533203
2021-06-08,118.7916030883789
2021-06-09,119.26213836669922
2021-06-10,120.60881805419922
2021-06-11,120.3646469116211
2021-06-14,121.29132080078125
2021-06-15,120.2750015258789
2021-06-16,119.63410186767578
2021-06-17,120.59593963623047
2021-06-18,118.97883605957031
2021-06-21,120.66429901123047
2021-06-22,121.17742156982422
2021-06-23,120.975830078125
2021-06-24,121.34532165527344
2021-06-25,121.35372924804688
2021-06-28,121.38097381591797
